home_team,away_team,posteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,game_half,down,ydstogo,ydsnet,yards_gained,score_differential,fourth_down_converted,fourth_down_failed,field_goal_attempt,punt_attempt,penalty
MIN,DET,DET,DET,56,342,342,Half2,4,3,22,0,-17,0,1,0,0,0
MIN,DET,DET,MIN,48,149,149,Half2,4,1,44,0,-17,0,1,0,0,0
OAK,KC,KC,OAK,44,757,2557,Half1,4,1,66,44,-7,1,0,0,0,0
OAK,KC,KC,OAK,14,1102,1102,Half2,4,1,50,0,3,0,1,0,0,0
GB,DAL,DAL,GB,43,478,478,Half2,4,10,48,14,-17,1,0,0,0,0
GB,DAL,DAL,GB,24,97,97,Half2,4,1,41,2,-17,1,0,0,0,0
ARI,SEA,ARI,SEA,1,1072,2872,Half1,4,1,53,0,0,0,1,0,0,0
ARI,SEA,ARI,SEA,10,1398,1398,Half2,4,1,82,10,-7,1,0,0,0,0
SD,PHI,PHI,SD,28,514,514,Half2,4,4,66,17,-12,1,0,0,0,0
IND,NE,NE,NE,72,128,128,Half2,4,2,9,1,6,0,1,0,0,0
CLE,BAL,CLE,CLE,53,1104,1104,Half2,4,1,26,2,-16,1,0,0,0,0
CLE,BAL,BAL,CLE,37,26,26,Half2,4,8,26,2,16,0,1,0,0,0
CAR,MIA,MIA,CAR,28,44,44,Half2,4,3,8,1,7,0,1,0,0,0
TB,NO,TB,NO,27,415,415,Half2,4,2,53,0,-31,0,1,0,0,0
TB,NO,NO,NO,64,299,299,Half2,4,1,13,4,31,1,0,0,0,0
TB,NO,NO,NO,52,124,124,Half2,4,2,16,-5,31,0,1,0,0,0
NYG,ATL,ATL,NYG,19,259,2059,Half1,4,1,43,2,-3,1,0,0,0,0
NYG,ATL,ATL,NYG,35,564,564,Half2,4,1,34,4,-14,1,0,0,0,0
KC,PIT,PIT,KC,26,962,2762,Half1,4,1,58,4,-7,1,0,0,0,0
KC,PIT,KC,KC,59,1,1801,Half1,4,9,4,-7,-10,0,1,0,0,0
JAC,BUF,BUF,JAC,46,26,26,Half2,4,10,15,0,-3,0,1,0,0,0
DAL,WAS,DAL,WAS,39,728,728,Half2,4,2,37,0,-6,0,1,0,0,0
DET,CLE,CLE,DET,29,62,1862,Half1,4,4,58,7,0,1,0,0,0,0
DET,CLE,CLE,DET,21,13,1813,Half1,4,9,69,10,0,1,0,0,0,0
DET,CLE,DET,DET,51,261,261,Half2,4,1,10,1,-6,1,0,0,0,0
GB,SF,SF,GB,28,1588,1588,Half2,4,2,50,0,-20,0,1,0,0,0
GB,SF,SF,GB,10,362,362,Half2,4,5,83,10,-13,1,0,0,0,0
STL,ARI,STL,ARI,22,439,2239,Half1,4,1,35,0,-11,0,1,0,0,0
STL,ARI,STL,ARI,27,555,555,Half2,4,1,19,2,-15,1,0,0,0,0
STL,ARI,STL,ARI,26,476,476,Half2,4,11,43,25,-15,1,0,0,0,0
STL,ARI,STL,ARI,7,226,226,Half2,4,4,59,0,-8,0,1,0,0,0
STL,ARI,STL,STL,81,28,28,Half2,4,17,-4,3,-8,0,1,0,0,0
DEN,SD,DEN,SD,40,1134,1134,Half2,4,5,40,0,-17,0,1,0,0,0
DEN,SD,DEN,SD,19,462,462,Half2,4,15,63,0,-23,0,1,0,0,0
DEN,SD,DEN,DEN,72,213,213,Half2,4,2,8,0,-23,0,1,0,0,0
DEN,SD,SD,DEN,8,39,39,Half2,4,1,28,8,23,1,0,0,0,0
OAK,CIN,OAK,CIN,45,59,59,Half2,4,10,51,16,-7,1,0,0,0,0
NE,NYJ,NE,NYJ,38,1400,3200,Half1,4,1,35,2,0,1,0,0,0,0
NE,NYJ,NYJ,NYJ,56,1639,1639,Half2,4,1,26,2,-17,1,0,0,0,0
CHI,PHI,CHI,PHI,22,84,1884,Half1,4,1,47,2,-4,1,0,0,0,0
CHI,PHI,CHI,CHI,70,67,67,Half2,4,1,15,7,-4,1,0,0,0,0
DET,GB,DET,GB,44,4,1804,Half1,4,11,24,-8,-6,0,1,0,0,0
DET,GB,GB,DET,31,1661,1661,Half2,4,3,1,-6,6,0,1,0,0,0
DET,GB,DET,GB,1,609,609,Half2,4,1,74,0,-20,0,1,0,0,0
DET,GB,DET,GB,43,483,483,Half2,4,5,18,13,-18,1,0,0,0,0
DAL,OAK,OAK,DAL,18,114,114,Half2,4,6,69,0,-17,0,1,0,0,0
DEN,NYG,DEN,NYG,29,785,2585,Half1,4,5,64,22,3,1,0,0,0,0
DEN,NYG,NYG,NYG,60,229,229,Half2,4,1,23,3,-20,1,0,0,0,0
BUF,MIA,MIA,BUF,28,1447,1447,Half2,4,1,56,1,0,1,0,0,0,0
BUF,MIA,BUF,MIA,36,963,963,Half2,4,1,59,8,-7,1,0,0,0,0
ATL,TB,TB,ATL,39,779,779,Half2,4,8,2,0,4,0,1,0,0,0
ATL,TB,ATL,TB,34,441,441,Half2,4,4,15,9,-4,1,0,0,0,0
ATL,TB,ATL,TB,5,26,26,Half2,4,5,59,5,-4,1,0,0,0,0
CIN,CLE,CLE,CLE,51,900,900,Half2,4,1,10,1,-9,1,0,0,0,0
CIN,CLE,CLE,CLE,54,119,119,Half2,4,5,27,0,-9,0,1,0,0,0
STL,SEA,STL,SEA,34,110,1910,Half1,4,4,54,0,0,0,1,0,0,0
STL,SEA,SEA,STL,18,900,900,Half2,4,1,37,11,6,1,0,0,0,0
STL,SEA,STL,SEA,17,356,356,Half2,4,3,63,0,-16,0,1,0,0,0
HOU,IND,IND,IND,56,1089,1089,Half2,4,1,11,2,-6,1,0,0,0,0
NYJ,CAR,CAR,NYJ,32,767,2567,Half1,4,1,19,5,-6,1,0,0,0,1
NYJ,CAR,CAR,CAR,71,145,145,Half2,4,14,31,24,-10,1,0,0,0,0
NYJ,CAR,CAR,CAR,83,16,16,Half2,4,12,1,3,-10,0,1,0,0,1
PHI,WAS,PHI,WAS,42,1168,2968,Half1,4,1,11,2,-4,1,0,0,0,0
PHI,WAS,WAS,WAS,75,69,69,Half2,4,1,9,0,-3,0,1,0,0,0
SF,JAC,SF,JAC,37,118,1918,Half1,4,1,52,30,10,1,0,0,0,0
SF,JAC,JAC,SF,14,900,900,Half2,4,2,56,-20,-17,0,1,0,0,0
SF,JAC,JAC,JAC,71,694,694,Half2,4,3,20,13,-17,1,0,0,0,0
SF,JAC,JAC,JAC,54,172,172,Half2,4,11,3,-7,-17,0,1,0,0,0
SD,KC,KC,MID,50,1011,1011,Half2,4,7,19,0,-23,0,1,0,0,0
TEN,ARI,TEN,ARI,35,23,1823,Half1,4,8,68,24,3,1,0,0,0,0
TEN,ARI,TEN,TEN,93,116,116,Half2,4,4,16,10,-4,1,0,0,0,0
TEN,ARI,TEN,ARI,44,43,43,Half2,4,4,68,13,-4,1,0,0,0,0
TEN,ARI,TEN,ARI,10,6,6,Half2,4,10,99,10,-4,1,0,0,0,0
BAL,PIT,BAL,BAL,54,211,211,Half2,4,5,80,44,-3,1,0,0,0,0
NO,NE,NE,NO,36,1355,3155,Half1,4,1,47,3,-3,1,0,0,0,0
NO,NE,NE,NO,4,1119,2919,Half1,4,1,80,4,-3,1,0,0,0,0
NO,NE,NO,NE,21,818,2618,Half1,4,2,41,3,-4,1,0,0,0,0
NO,NE,NE,NO,10,1152,1152,Half2,4,4,72,0,-14,0,1,0,0,0
ATL,PHI,ATL,PHI,39,241,2041,Half1,4,4,12,6,-13,1,0,0,0,0
ATL,PHI,ATL,PHI,2,21,1821,Half1,4,2,44,1,-13,0,1,0,0,0
ATL,PHI,PHI,ATL,46,1650,1650,Half2,4,1,35,1,13,1,0,0,0,0
ATL,PHI,ATL,PHI,32,1259,1259,Half2,4,2,43,5,-20,1,0,0,0,0
ATL,PHI,ATL,PHI,22,1133,1133,Half2,4,5,48,0,-20,0,1,0,0,0
MIA,NE,NE,MIA,6,120,1920,Half1,4,1,71,0,7,0,1,0,0,0
MIA,NE,MIA,NE,9,1196,1196,Half2,4,1,57,2,-8,1,0,0,0,0
MIA,NE,MIA,NE,39,290,290,Half2,4,2,37,0,-2,0,1,0,0,0
MIA,NE,MIA,NE,41,129,129,Half2,4,6,46,13,-2,1,0,0,0,0
WAS,NO,NO,WAS,43,1466,1466,Half2,4,1,9,0,-4,0,1,0,0,0
PIT,OAK,OAK,PIT,49,1588,3388,Half1,4,1,19,10,-3,1,0,0,0,0
PIT,OAK,PIT,OAK,5,988,2788,Half1,4,1,75,0,0,0,1,0,0,0
PIT,OAK,OAK,PIT,48,771,771,Half2,4,1,11,2,-4,1,0,0,0,0
KC,DEN,KC,KC,72,1748,1748,Half2,4,8,2,0,-8,0,1,0,0,0
KC,DEN,DEN,KC,18,731,731,Half2,4,1,80,18,20,1,0,0,0,0
KC,DEN,KC,DEN,13,373,373,Half2,4,10,67,8,-30,0,1,0,0,0
CAR,TB,TB,CAR,3,610,610,Half2,4,3,80,0,-7,0,1,0,0,0
CAR,TB,TB,CAR,39,51,51,Half2,4,6,61,15,-10,1,0,0,0,0
CHI,STL,CHI,STL,10,455,2255,Half1,4,4,6,0,10,0,1,0,0,0
CHI,STL,STL,CHI,41,22,22,Half2,4,10,37,0,-8,0,1,0,0,0
CIN,DET,CIN,DET,15,583,583,Half2,4,1,72,7,12,1,0,0,0,0
CIN,DET,DET,CIN,28,221,221,Half2,4,3,24,0,-15,0,1,0,0,0
IND,TEN,TEN,IND,2,965,965,Half2,4,2,56,0,-14,0,1,0,0,0
IND,TEN,TEN,IND,14,641,641,Half2,4,5,28,0,-14,0,1,0,0,0
IND,TEN,TEN,TEN,66,65,65,Half2,4,10,0,0,-10,0,1,0,0,0
JAC,HOU,JAC,HOU,9,1416,3216,Half1,4,1,11,2,3,1,0,0,0,0
JAC,HOU,JAC,HOU,1,1263,3063,Half1,4,1,17,0,3,0,1,0,0,0
JAC,HOU,HOU,JAC,42,379,379,Half2,4,6,46,10,-11,1,0,0,0,0
CLE,SD,SD,CLE,32,834,834,Half2,4,1,48,0,20,0,1,0,0,0
CLE,SD,CLE,SD,31,693,693,Half2,4,3,43,6,-20,1,0,0,0,0
CLE,SD,CLE,SD,46,67,67,Half2,4,10,26,13,-10,1,0,0,0,0
SEA,SF,SF,SEA,1,1509,3309,Half1,4,1,19,0,0,0,1,0,0,0
SEA,SF,SF,SEA,33,1285,3085,Half1,4,1,42,33,0,1,0,0,0,0
NYG,DAL,DAL,NYG,35,218,218,Half2,4,2,27,0,-13,0,1,0,0,0
ARI,MIN,MIN,MIN,76,187,187,Half2,4,2,16,8,-20,1,0,0,0,0
GB,BAL,BAL,GB,38,36,36,Half2,4,3,29,-8,-13,0,1,0,0,0
CLE,PIT,PIT,PIT,68,1072,2872,Half1,4,1,11,2,-3,1,0,0,0,0
CLE,PIT,PIT,CLE,39,108,108,Half2,4,6,40,0,-7,0,1,0,0,0
HOU,SEA,SEA,HOU,30,909,909,Half2,4,7,53,4,-26,0,1,0,0,0
HOU,SEA,SEA,HOU,8,598,598,Half2,4,8,3,0,-26,0,1,0,0,0
HOU,SEA,SEA,HOU,22,357,357,Half2,4,16,46,6,-26,0,1,0,0,0
HOU,SEA,SEA,SEA,54,235,235,Half2,4,5,16,11,-26,1,0,0,0,0
HOU,SEA,SEA,HOU,35,156,156,Half2,4,2,25,1,-26,0,1,0,0,0
KC,BUF,KC,BUF,1,1140,2940,Half1,4,1,1,-7,0,0,1,0,0,0
KC,BUF,KC,BUF,40,451,2251,Half1,4,1,11,2,-4,1,0,0,0,0
KC,BUF,KC,KC,53,4,1804,Half1,4,15,27,0,-7,0,1,0,0,0
KC,BUF,KC,BUF,21,140,140,Half2,4,10,59,0,-6,0,1,0,0,0
NE,CAR,NE,CAR,40,1617,3417,Half1,4,1,23,-1,0,0,1,0,0,0
NE,CAR,CAR,CAR,85,160,160,Half2,4,20,9,9,-10,0,1,0,0,0
NE,CAR,NE,CAR,15,115,115,Half2,4,1,15,6,10,1,0,0,0,0
TB,NYJ,NYJ,NYJ,61,1462,3262,Half1,4,7,33,27,3,1,0,0,0,0
TB,NYJ,NYJ,TB,25,1349,3149,Half1,4,1,41,2,3,1,0,0,0,0
TB,NYJ,TB,NYJ,32,1323,1323,Half2,4,1,25,2,-19,1,0,0,0,0
TB,NYJ,TB,NYJ,40,424,424,Half2,4,6,24,0,-23,0,1,0,0,0
TB,NYJ,TB,NYJ,34,42,42,Half2,4,6,15,0,-23,0,1,0,0,0
IND,DEN,DEN,IND,41,1010,2810,Half1,4,1,39,0,-14,0,1,0,0,0
IND,DEN,IND,DEN,34,650,2450,Half1,4,4,59,22,14,1,0,0,0,0
IND,DEN,DEN,IND,45,43,1843,Half1,4,1,9,0,-14,0,1,0,0,0
IND,DEN,DEN,DEN,88,120,120,Half2,4,18,6,14,-12,0,1,0,0,0
JAC,MIA,MIA,JAC,18,1186,2986,Half1,4,1,53,4,0,1,0,0,0,0
JAC,MIA,JAC,JAC,65,604,604,Half2,4,1,22,13,-4,1,0,0,0,0
JAC,MIA,JAC,MIA,45,481,481,Half2,4,3,29,0,-4,0,1,0,0,0
JAC,MIA,JAC,MIA,46,86,86,Half2,4,3,19,-4,-4,0,1,0,0,0
CHI,GB,GB,CHI,32,1025,2825,Half1,4,3,16,9,10,1,0,0,0,0
CHI,GB,CHI,CHI,90,73,73,Half2,4,9,1,0,-7,0,1,0,0,0
BAL,DET,BAL,DET,39,1501,1501,Half2,4,1,37,2,17,1,0,0,0,0
BAL,DET,DET,DET,62,900,900,Half2,4,1,17,-7,-38,0,1,0,0,1
BAL,DET,DET,BAL,45,814,814,Half2,4,16,26,0,-38,0,1,0,0,0
BAL,DET,DET,DET,77,391,391,Half2,4,1,20,0,-38,0,1,0,0,0
BAL,DET,DET,DET,68,214,214,Half2,4,1,9,0,-45,0,1,0,0,0
BAL,DET,BAL,DET,23,80,80,Half2,4,1,13,4,45,1,0,0,0,0
ATL,NO,NO,ATL,15,131,131,Half2,4,7,17,0,3,0,1,0,0,0
ATL,NO,ATL,NO,46,78,78,Half2,4,2,40,1,-3,0,1,0,0,0
TEN,STL,TEN,STL,35,12,1812,Half1,4,4,23,17,20,1,0,0,0,0
TEN,STL,TEN,STL,16,1145,1145,Half2,4,3,14,7,26,1,0,0,0,0
TEN,STL,STL,STL,64,903,903,Half2,4,6,55,51,-33,1,0,0,0,0
TEN,STL,STL,TEN,11,788,788,Half2,4,8,68,11,-33,1,0,0,0,0
TEN,STL,TEN,STL,1,459,459,Half2,4,1,61,1,26,1,0,0,0,0
TEN,STL,STL,TEN,18,36,36,Half2,4,16,11,0,-39,0,1,0,0,0
OAK,WAS,OAK,WAS,1,675,2475,Half1,4,1,50,1,-4,1,0,0,0,0
OAK,WAS,OAK,OAK,54,413,413,Half2,4,14,-6,-2,-18,0,1,0,0,0
OAK,WAS,OAK,OAK,64,55,55,Half2,4,9,11,0,-21,0,1,0,0,0
DAL,SD,DAL,SD,35,1559,3359,Half1,4,4,38,19,0,1,0,0,0,0
DAL,SD,SD,DAL,31,854,2654,Half1,4,1,45,1,4,1,0,0,0,0
DAL,SD,DAL,SD,1,143,1943,Half1,4,1,72,0,-7,0,1,0,0,0
NYG,PHI,NYG,PHI,29,1192,2992,Half1,4,1,58,2,-13,1,0,0,0,0
NYG,PHI,NYG,PHI,1,1466,1466,Half2,4,1,74,1,-11,1,0,0,0,0
NYG,PHI,NYG,PHI,25,184,184,Half2,4,4,57,7,-12,1,0,0,0,0
SF,ARI,ARI,SF,1,851,851,Half2,4,1,43,1,-14,1,0,0,0,0
JAC,IND,JAC,IND,30,1558,1558,Half2,4,1,10,1,-4,1,0,0,0,0
NO,DAL,NO,NO,80,87,87,Half2,4,10,14,14,-7,1,0,0,0,0
STL,HOU,HOU,STL,33,1610,3410,Half1,4,1,60,1,0,1,0,0,0,0
STL,HOU,STL,STL,55,1305,3105,Half1,4,1,53,16,0,1,0,0,0,0
KC,CLE,CLE,CLE,80,169,1969,Half1,4,2,-12,0,-4,0,1,0,0,0
KC,CLE,CLE,KC,21,778,778,Half2,4,1,71,13,4,1,0,0,0,0
KC,CLE,KC,CLE,12,146,146,Half2,4,6,58,12,-8,1,0,0,0,0
NYJ,ATL,NYJ,ATL,1,400,2200,Half1,4,1,44,0,4,0,1,0,0,0
NYJ,ATL,NYJ,ATL,43,1719,1719,Half2,4,1,11,2,4,1,0,0,0,0
NYJ,ATL,ATL,NYJ,6,102,102,Half2,4,6,73,6,-4,1,0,0,0,0
BUF,NE,BUF,NE,45,473,473,Half2,4,1,11,2,-14,1,0,0,0,0
BUF,NE,BUF,NE,41,348,348,Half2,4,8,42,29,-14,1,0,0,0,0
BUF,NE,BUF,NE,11,264,264,Half2,4,9,43,0,-14,0,1,0,0,0
TEN,MIA,MIA,TEN,29,562,562,Half2,4,2,61,10,-15,1,0,0,0,0
TEN,MIA,MIA,TEN,2,98,98,Half2,4,1,90,2,-8,1,0,0,0,0
DET,ARI,DET,ARI,8,581,581,Half2,4,1,9,0,-8,0,1,0,0,0
DET,ARI,DET,DET,62,72,72,Half2,4,3,7,0,-8,0,1,0,0,0
DEN,OAK,OAK,DEN,3,900,900,Half2,4,3,88,2,-3,0,1,0,0,0
DEN,OAK,OAK,DEN,43,142,142,Half2,4,10,30,11,-6,1,0,0,0,0
DEN,OAK,DEN,DEN,85,13,13,Half2,4,17,32,39,-1,1,0,0,0,0
PIT,GB,PIT,PIT,78,74,74,Half2,4,7,40,32,-6,1,0,0,0,0
BAL,CHI,CHI,BAL,16,1273,3073,Half1,4,1,47,2,-7,1,0,0,0,0
BAL,CHI,CHI,BAL,1,489,2289,Half1,4,1,73,0,-14,0,1,0,0,0
BAL,CHI,BAL,CHI,28,135,135,Half2,4,1,11,2,25,1,0,0,0,0
BAL,CHI,CHI,CHI,53,17,17,Half2,4,4,26,0,-25,0,1,0,0,0
PHI,SF,PHI,PHI,71,982,2782,Half1,4,1,9,0,4,0,1,0,0,0
PHI,SF,SF,PHI,36,1646,1646,Half2,4,3,29,22,-17,1,0,0,0,0
PHI,SF,SF,PHI,30,1364,1364,Half2,4,5,20,15,-14,1,0,0,0,0
PHI,SF,SF,PHI,26,312,312,Half2,4,1,62,1,-14,1,0,0,0,0
PHI,SF,SF,PHI,22,230,230,Half2,4,7,60,-5,-14,0,1,0,0,0
SEA,TB,SEA,TB,4,1086,2886,Half1,4,4,60,0,0,0,1,0,0,0
SEA,TB,SEA,SEA,77,120,120,Half2,4,7,32,17,-17,1,0,0,0,0
CAR,MIN,CAR,MIN,34,4,1804,Half1,4,7,37,0,-1,0,1,0,0,0
WAS,NYG,WAS,NYG,20,2,1802,Half1,4,4,45,0,-24,0,1,0,0,0
WAS,NYG,WAS,NYG,35,542,542,Half2,4,20,40,0,-32,0,1,0,0,0
WAS,NYG,WAS,WAS,56,207,207,Half2,4,12,26,0,-32,0,1,0,0,0
TEN,SD,TEN,SD,35,823,2623,Half1,4,2,45,6,-4,1,0,0,0,0
TEN,SD,SD,TEN,31,253,253,Half2,4,1,38,2,25,1,0,0,0,0
ATL,BUF,ATL,BUF,29,1466,1466,Half2,4,12,12,14,10,1,0,0,0,0
ATL,BUF,ATL,BUF,31,834,834,Half2,4,4,37,0,20,0,1,0,0,0
ATL,BUF,ATL,BUF,23,396,396,Half2,4,1,71,13,20,1,0,0,0,0
ATL,BUF,ATL,BUF,15,73,73,Half2,4,1,11,2,27,1,0,0,0,0
PIT,BAL,BAL,PIT,38,154,154,Half2,4,10,6,-5,-3,0,1,0,0,0
NO,TB,TB,NO,19,301,301,Half2,4,1,42,0,-7,0,1,0,0,0
NE,JAC,JAC,JAC,65,1193,2993,Half1,4,1,34,0,0,0,1,0,0,0
NE,JAC,JAC,JAC,65,1683,1683,Half2,4,1,11,2,-28,1,0,0,0,0
NE,JAC,NE,JAC,27,365,365,Half2,4,1,55,2,28,1,0,0,0,0
NE,JAC,NE,JAC,16,196,196,Half2,4,1,67,3,28,1,0,0,0,0
NE,JAC,NE,JAC,5,33,33,Half2,4,2,73,-2,28,0,1,0,0,0
NYG,CAR,NYG,CAR,25,409,409,Half2,4,19,76,21,-32,1,0,0,0,0
NYG,CAR,NYG,CAR,1,319,319,Half2,4,1,79,0,-32,0,1,0,0,0
MIA,HOU,HOU,MIA,10,1030,2830,Half1,4,1,80,10,3,1,0,0,0,0
MIA,HOU,MIA,MID,50,120,1920,Half1,4,1,21,1,-27,1,0,0,0,0
CIN,KC,KC,KC,55,151,1951,Half1,4,7,-3,0,0,0,1,0,0,0
CLE,OAK,OAK,CLE,2,267,267,Half2,4,2,92,0,-14,0,1,0,0,0
CLE,OAK,OAK,CLE,42,50,50,Half2,4,3,-3,-10,-14,0,1,0,0,0
GB,SEA,SEA,GB,22,932,932,Half2,4,10,41,-7,-35,0,1,0,0,0
GB,SEA,SEA,GB,27,54,54,Half2,4,6,18,0,-38,0,1,0,0,0
ARI,STL,STL,ARI,29,99,99,Half2,4,5,40,4,-21,0,1,0,0,0
SF,DET,SF,DET,24,650,2450,Half1,4,1,29,0,0,0,1,0,0,0
SF,DET,SF,SF,54,1103,1103,Half2,4,1,57,48,10,1,0,0,0,0
SF,DET,DET,DET,59,120,120,Half2,4,1,12,3,-14,0,1,0,0,0
PHI,DEN,DEN,PHI,16,647,2447,Half1,4,1,56,2,-10,1,0,0,0,0
IND,NYJ,NYJ,IND,34,70,70,Half2,4,2,25,1,12,0,1,0,0,0
IND,NYJ,IND,IND,67,46,46,Half2,4,10,-4,-4,-12,0,1,0,0,0
WAS,DAL,DAL,WAS,35,1550,1550,Half2,4,1,24,0,14,0,1,0,0,0
WAS,DAL,DAL,WAS,30,955,955,Half2,4,1,58,0,14,0,1,0,0,0
WAS,DAL,WAS,DAL,31,32,32,Half2,4,11,51,0,-17,0,1,0,0,0
CHI,MIN,MIN,CHI,6,22,22,Half2,4,6,68,6,-7,1,0,0,0,0
BUF,IND,IND,BUF,42,1631,1631,Half2,4,3,20,0,-17,0,1,0,0,0
CAR,NO,CAR,NO,33,423,2223,Half1,4,10,32,-7,4,0,1,0,0,0
CAR,NO,CAR,NO,35,28,1828,Half1,4,4,60,5,4,1,0,0,0,0
CAR,NO,NO,CAR,39,1066,1066,Half2,4,1,37,12,-20,1,0,0,0,0
TB,ATL,ATL,TB,35,503,2303,Half1,4,15,53,5,-3,0,1,0,0,0
STL,SF,STL,STL,58,1665,3465,Half1,4,1,11,2,0,1,0,0,0,0
STL,SF,SF,STL,35,378,2178,Half1,4,2,8,0,0,0,1,0,0,0
STL,SF,STL,STL,73,167,167,Half2,4,18,4,0,-15,0,1,0,0,0
MIN,NYG,MIN,NYG,31,46,1846,Half1,4,1,11,2,24,1,0,0,0,0
MIN,NYG,MIN,NYG,1,1278,1278,Half2,4,1,8,1,34,1,0,0,0,0
MIA,PIT,PIT,PIT,58,1026,2826,Half1,4,1,11,2,0,1,0,0,0,0
HOU,NE,HOU,NE,1,289,2089,Half1,4,1,78,0,-3,0,1,0,0,0
HOU,NE,NE,HOU,34,18,18,Half2,4,3,32,0,-8,0,1,0,0,0
DET,CHI,DET,DET,62,1688,1688,Half2,4,8,16,1,-3,0,1,0,0,0
DET,CHI,DET,CHI,33,708,708,Half2,4,3,37,12,-7,1,0,0,0,0
CLE,JAC,CLE,JAC,45,1697,3497,Half1,4,1,11,2,0,1,0,0,0,0
CLE,JAC,JAC,CLE,31,1584,1584,Half2,4,1,31,2,-10,1,0,0,0,0
CLE,JAC,CLE,JAC,6,1148,1148,Half2,4,1,67,6,10,1,0,0,0,0
CLE,JAC,JAC,CLE,15,2,2,Half2,4,10,95,15,-13,1,0,0,0,0
DEN,KC,DEN,KC,40,197,197,Half2,4,2,54,17,-18,1,0,0,0,0
ARI,GB,GB,ARI,46,1610,3410,Half1,4,1,24,1,0,1,0,0,0,0
SD,WAS,SD,WAS,19,1389,3189,Half1,4,1,48,6,3,1,0,0,0,0
SD,WAS,WAS,WAS,78,12,12,Half2,4,10,0,0,-3,0,1,0,0,0
DAL,PHI,DAL,PHI,35,146,146,Half2,4,2,41,-12,24,0,1,0,0,0
DAL,PHI,PHI,DAL,43,103,103,Half2,4,11,10,0,-24,0,1,0,0,0
SEA,TEN,TEN,SEA,17,1502,3302,Half1,4,1,67,2,0,1,0,0,0,0
SEA,TEN,TEN,SEA,6,1382,3182,Half1,4,1,82,6,0,1,0,0,0,0
SEA,TEN,SEA,TEN,27,79,79,Half2,4,9,53,0,-4,0,1,0,0,0
NYJ,CIN,CIN,NYJ,34,1352,1352,Half2,4,2,30,22,-30,1,0,0,0,0
NYJ,CIN,NYJ,CIN,17,796,796,Half2,4,1,11,2,30,1,0,0,0,0
TB,CLE,CLE,CLE,86,62,62,Half2,4,9,11,0,-3,0,1,0,0,0
TB,CLE,TB,CLE,5,39,39,Half2,4,1,3,-6,3,0,1,0,0,0
CHI,DET,CHI,DET,1,544,544,Half2,4,1,0,0,-1,0,1,0,0,0
CHI,DET,DET,CHI,25,18,18,Half2,4,10,58,0,-5,0,1,0,0,0
NYG,CAR,NYG,CAR,23,1587,1587,Half2,4,1,51,1,-2,1,0,0,0,0
NYG,CAR,CAR,CAR,52,1174,1174,Half2,4,15,27,0,-1,0,1,0,0,0
TEN,OAK,OAK,TEN,14,385,385,Half2,4,10,58,7,-25,0,1,0,0,0
TEN,OAK,OAK,OAK,56,216,216,Half2,4,1,9,0,-25,0,1,0,0,0
JAC,DEN,DEN,JAC,38,585,2385,Half1,4,1,60,2,0,1,0,0,0,0
JAC,DEN,JAC,JAC,51,120,1920,Half1,4,1,13,4,0,1,0,0,0,0
JAC,DEN,JAC,JAC,61,1276,1276,Half2,4,1,9,0,7,0,1,0,0,0
JAC,DEN,DEN,JAC,14,287,287,Half2,4,3,43,0,-7,0,1,0,0,0
BUF,MIA,BUF,MIA,31,318,318,Half2,4,11,80,31,-10,1,0,0,0,0
BUF,MIA,BUF,BUF,99,93,93,Half2,4,10,-1,0,-3,0,1,0,0,0
BUF,MIA,BUF,BUF,85,8,8,Half2,4,15,4,9,-5,0,1,0,0,0
NE,CIN,CIN,NE,40,132,1932,Half1,4,1,34,2,-23,1,0,0,0,0
NE,CIN,CIN,NE,36,988,988,Half2,4,1,39,2,-20,1,0,0,0,0
NE,CIN,CIN,NE,49,359,359,Half2,4,6,37,10,-20,1,0,0,0,0
NE,CIN,NE,CIN,7,74,74,Half2,4,2,30,0,13,0,1,0,0,0
HOU,IND,IND,HOU,45,96,1896,Half1,4,2,23,3,-6,1,0,0,0,0
HOU,IND,HOU,IND,20,1504,1504,Half2,4,1,48,2,3,1,0,0,0,0
PHI,GB,PHI,GB,42,120,120,Half2,4,1,34,0,-7,0,1,0,0,0
STL,ARI,STL,ARI,1,5,1805,Half1,4,1,63,1,-7,1,0,0,0,0
STL,ARI,STL,ARI,21,107,107,Half2,4,10,50,0,-6,0,1,0,0,0
STL,ARI,STL,ARI,39,9,9,Half2,4,1,40,3,-6,1,0,0,0,0
SEA,SF,SF,SEA,6,821,2621,Half1,4,1,84,0,3,0,1,0,0,0
SEA,SF,SF,SEA,28,566,2366,Half1,4,1,31,9,3,1,0,0,0,0
SEA,SF,SF,SF,81,67,67,Half2,4,7,20,17,-24,1,0,0,0,0
WAS,DAL,WAS,DAL,5,1461,1461,Half2,4,5,50,0,9,0,1,0,0,0
WAS,DAL,DAL,WAS,43,19,19,Half2,4,10,68,30,-5,1,0,0,0,0
NYJ,BAL,NYJ,NYJ,69,41,41,Half2,4,10,22,9,-1,0,1,0,0,0
KC,SD,KC,SD,39,9,1809,Half1,4,10,40,8,13,0,1,0,0,0
KC,SD,SD,KC,32,429,429,Half2,4,9,58,0,-6,0,1,0,0,0
KC,SD,SD,KC,16,116,116,Half2,4,3,63,12,-6,1,0,0,0,0
