home_team,away_team,posteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,game_half,down,ydstogo,ydsnet,yards_gained,score_differential,fourth_down_converted,fourth_down_failed,field_goal_attempt,punt_attempt,penalty
BAL,ATL,ATL,ATL,63,72,72,Half2,4,2,12,4,-22,1,0,0,0,0
WAS,TEN,TEN,TEN,55,551,551,Half2,4,1,26,1,-6,1,0,0,0,0
STL,SEA,STL,STL,82,175,175,Half2,4,3,25,18,1,1,0,0,0,0
JAC,CLE,CLE,JAC,24,110,1910,Half1,4,1,9,0,6,0,1,0,0,0
JAC,CLE,CLE,JAC,43,865,865,Half2,4,5,43,-2,-4,0,1,0,0,0
JAC,CLE,CLE,CLE,58,140,140,Half2,4,11,14,-8,-18,0,1,0,0,0
IND,CIN,CIN,IND,4,514,514,Half2,4,4,60,0,-24,0,1,0,0,0
BUF,MIN,BUF,BUF,60,87,87,Half2,4,20,44,24,-6,1,0,0,0,0
CHI,MIA,CHI,MIA,45,1531,1531,Half2,4,1,39,4,-14,1,0,0,0,0
CHI,MIA,MIA,CHI,39,1014,1014,Half2,4,1,74,30,7,1,0,0,0,0
CHI,MIA,CHI,MIA,42,110,110,Half2,4,2,14,6,-13,1,0,0,0,0
CHI,MIA,CHI,MIA,15,62,62,Half2,4,10,35,0,-13,0,1,0,0,0
DET,NO,NO,NO,80,94,94,Half2,4,10,13,13,-1,1,0,0,0,0
DET,NO,NO,NO,60,27,27,Half2,4,3,20,0,-1,0,1,0,0,0
GB,CAR,CAR,GB,42,1646,1646,Half2,4,1,38,0,-25,0,1,0,0,0
OAK,ARI,ARI,OAK,40,1536,3336,Half1,4,3,18,0,0,0,1,0,0,0
DAL,NYG,NYG,DAL,5,334,334,Half2,4,5,80,5,-14,1,0,0,0,0
DEN,SF,SF,DEN,14,258,258,Half2,4,14,79,6,-32,0,1,0,0,0
DEN,SF,SF,DEN,29,79,79,Half2,4,5,25,9,-32,1,0,0,0,0
PIT,HOU,HOU,PIT,35,540,2340,Half1,4,1,47,11,10,1,0,0,0,0
PIT,HOU,HOU,HOU,63,1333,1333,Half2,4,1,37,7,-11,1,0,0,0,0
DEN,SD,SD,DEN,4,1063,1063,Half2,4,4,80,4,-21,1,0,0,0,0
TB,MIN,TB,TB,57,1583,3383,Half1,4,1,32,2,0,1,0,0,0,0
TB,MIN,TB,MIN,8,155,155,Half2,4,1,64,1,-4,1,0,0,0,0
NYJ,BUF,NYJ,BUF,10,265,265,Half2,4,3,77,4,-26,1,0,0,0,1
NE,CHI,CHI,NE,27,1425,1425,Half2,4,1,55,1,-37,1,0,0,0,0
NE,CHI,CHI,NE,26,1293,1293,Half2,4,10,55,0,-37,0,1,0,0,0
NE,CHI,CHI,NE,26,33,33,Half2,4,10,54,0,-27,0,1,0,0,0
CAR,SEA,CAR,SEA,9,965,2765,Half1,4,1,47,2,3,1,0,0,0,0
CAR,SEA,CAR,CAR,92,26,26,Half2,4,25,-15,0,-4,0,1,0,0,0
JAC,MIA,JAC,MIA,40,1027,2827,Half1,4,1,10,1,0,1,0,0,0,0
JAC,MIA,JAC,MIA,22,575,2375,Half1,4,1,58,2,-6,1,0,0,0,0
CIN,BAL,BAL,CIN,41,1280,3080,Half1,4,1,52,3,-7,1,0,0,0,0
CIN,BAL,BAL,CIN,1,981,2781,Half1,4,1,89,0,-7,0,1,0,0,0
CIN,BAL,CIN,BAL,1,61,61,Half2,4,1,80,1,-4,1,0,0,0,0
CIN,BAL,BAL,BAL,90,23,23,Half2,4,20,3,13,-3,0,1,0,0,0
TEN,HOU,TEN,HOU,21,1128,1128,Half2,4,3,68,6,-24,1,0,0,0,0
TEN,HOU,TEN,HOU,22,766,766,Half2,4,14,51,12,-21,0,1,0,0,0
KC,STL,STL,KC,24,162,162,Half2,4,8,62,-4,-27,0,1,0,0,0
ARI,PHI,ARI,PHI,25,946,2746,Half1,4,1,58,3,-7,1,0,0,0,0
ARI,PHI,PHI,ARI,38,25,25,Half2,4,2,45,3,-4,1,0,0,0,0
PIT,IND,PIT,IND,11,321,321,Half2,4,1,67,11,9,1,0,0,0,0
CLE,OAK,OAK,CLE,39,1590,3390,Half1,4,12,41,0,0,0,1,0,0,0
CLE,OAK,OAK,OAK,80,134,134,Half2,4,10,16,16,-17,1,0,0,0,0
CLE,OAK,OAK,OAK,55,93,93,Half2,4,1,27,2,-17,1,0,0,0,0
CLE,OAK,OAK,CLE,32,34,34,Half2,4,11,70,22,-17,1,0,0,0,0
NO,GB,NO,GB,43,1612,1612,Half2,4,2,38,1,0,0,1,0,0,0
NO,GB,GB,GB,60,1116,1116,Half2,4,1,20,0,-7,0,1,0,0,0
NO,GB,GB,NO,36,386,386,Half2,4,6,54,10,-21,1,0,0,0,0
DAL,WAS,WAS,DAL,49,226,226,Half2,4,1,43,12,0,1,0,0,0,0
DAL,WAS,DAL,DAL,73,501,501,Overtime,4,3,7,0,-3,0,1,0,0,0
CAR,NO,NO,CAR,1,1150,1150,Half2,4,1,80,1,7,1,0,0,0,0
CLE,TB,CLE,TB,4,1510,1510,Half2,4,1,80,2,-1,1,0,0,0,0
CLE,TB,TB,CLE,47,103,103,Half2,4,11,30,0,-5,0,1,0,0,0
CLE,TB,CLE,TB,48,4,4,Half2,4,5,5,0,5,0,1,0,0,0
DAL,ARI,DAL,ARI,34,581,581,Half2,4,1,9,0,-5,0,1,0,0,0
HOU,PHI,PHI,HOU,26,74,1874,Half1,4,1,55,1,1,1,0,0,0,0
HOU,PHI,PHI,HOU,4,247,247,Half2,4,1,77,1,4,1,0,0,0,0
HOU,PHI,HOU,HOU,55,142,142,Half2,4,5,39,0,-11,0,1,0,0,0
KC,NYJ,NYJ,KC,3,813,813,Half2,4,3,77,0,-14,0,1,0,0,0
KC,NYJ,NYJ,KC,42,456,456,Half2,4,1,43,2,-14,1,0,0,0,0
KC,NYJ,NYJ,KC,40,400,400,Half2,4,10,43,0,-14,0,1,0,0,0
KC,NYJ,NYJ,KC,29,175,175,Half2,4,4,61,0,-14,0,1,0,0,0
KC,NYJ,NYJ,KC,30,10,10,Half2,4,1,51,9,-14,1,0,0,0,0
MIA,SD,SD,MIA,22,1362,3162,Half1,4,1,57,-1,0,0,1,0,0,0
MIA,SD,MIA,SD,11,49,49,Half2,4,8,42,-2,37,0,1,0,0,0
MIN,WAS,MIN,WAS,39,72,1872,Half1,4,2,37,0,-10,0,1,0,0,0
MIN,WAS,WAS,WAS,57,69,69,Half2,4,6,23,0,-3,0,1,0,0,0
NE,DEN,DEN,NE,34,129,1929,Half1,4,6,24,-9,-12,0,1,0,0,0
NE,DEN,NE,DEN,37,1433,1433,Half2,4,5,54,11,12,1,0,0,0,0
NE,DEN,DEN,NE,8,685,685,Half2,4,8,72,0,-21,0,1,0,0,0
NE,DEN,DEN,DEN,52,532,532,Half2,4,5,33,4,-21,0,1,0,0,0
NE,DEN,DEN,NE,26,189,189,Half2,4,1,59,0,-21,0,1,0,0,0
SEA,OAK,OAK,SEA,45,9,1809,Half1,4,7,31,13,-20,1,0,0,0,0
SEA,OAK,OAK,SEA,1,1084,1084,Half2,4,1,30,1,-14,1,0,0,0,0
PIT,BAL,BAL,BAL,56,187,1987,Half1,4,1,23,2,-7,1,0,0,0,0
PIT,BAL,BAL,PIT,25,290,290,Half2,4,2,13,5,-19,1,0,0,0,0
PIT,BAL,PIT,BAL,33,120,120,Half2,4,2,41,33,13,1,0,0,0,0
NYG,IND,NYG,IND,41,604,604,Half2,4,5,57,18,-30,1,0,0,0,0
NYG,IND,NYG,NYG,70,155,155,Half2,4,10,9,9,-16,0,1,0,0,0
CIN,CLE,CIN,CIN,63,1637,1637,Half2,4,1,-3,2,-14,1,0,0,0,0
BUF,KC,KC,BUF,39,819,819,Half2,4,1,80,39,-10,1,0,0,0,0
BUF,KC,BUF,KC,15,151,151,Half2,4,10,10,0,-4,0,1,0,0,0
DET,MIA,DET,DET,55,1526,3326,Half1,4,6,49,24,0,1,0,0,0,0
DET,MIA,DET,MIA,41,590,2390,Half1,4,5,51,3,10,0,1,0,0,0
DET,MIA,DET,MIA,40,1159,1159,Half2,4,6,49,12,4,1,0,0,0,0
JAC,DAL,JAC,JAC,71,1220,1220,Half2,4,1,22,0,-24,0,1,0,0,0
JAC,DAL,JAC,DAL,48,767,767,Half2,4,1,10,1,-24,1,0,0,0,0
JAC,DAL,JAC,DAL,11,619,619,Half2,4,6,46,0,-24,0,1,0,0,0
JAC,DAL,JAC,JAC,57,160,160,Half2,4,13,42,14,-22,1,0,0,0,0
NO,SF,NO,NO,67,900,900,Half2,4,1,11,2,-4,1,0,0,0,0
NO,SF,NO,SF,34,190,190,Half2,4,3,70,24,-4,1,0,0,0,0
NO,SF,SF,SF,78,94,94,Half2,4,10,51,51,-3,1,0,0,0,0
BAL,TEN,BAL,TEN,9,410,2210,Half1,4,1,46,9,-7,1,0,0,0,0
NYJ,PIT,PIT,PIT,63,131,131,Half2,4,21,18,5,-14,0,1,0,0,0
TB,ATL,TB,TB,51,31,31,Half2,4,17,18,0,-10,0,1,0,0,0
OAK,DEN,DEN,OAK,32,1319,1319,Half2,4,1,81,32,17,1,0,0,0,0
ARI,STL,STL,STL,66,195,195,Half2,4,10,28,14,-15,1,0,0,0,0
ARI,STL,STL,ARI,49,56,56,Half2,4,25,31,0,-15,0,1,0,0,0
SEA,NYG,SEA,NYG,36,346,2146,Half1,4,3,56,7,-7,1,0,0,0,0
SEA,NYG,NYG,NYG,54,351,351,Half2,4,10,26,0,-14,0,1,0,0,0
GB,CHI,GB,CHI,1,1277,3077,Half1,4,1,71,1,0,1,0,0,0,0
GB,CHI,CHI,GB,4,481,2281,Half1,4,4,70,0,-28,0,1,0,0,0
GB,CHI,CHI,GB,35,141,1941,Half1,4,10,34,-8,-35,0,1,0,0,0
GB,CHI,CHI,CHI,80,1614,1614,Half2,4,5,-7,-12,-42,0,1,0,0,0
GB,CHI,CHI,GB,40,341,341,Half2,4,4,10,-9,-40,0,1,0,0,0
GB,CHI,GB,CHI,6,36,36,Half2,4,1,48,3,40,1,0,0,0,0
PHI,CAR,PHI,CAR,41,544,2344,Half1,4,2,8,0,16,0,1,0,0,0
PHI,CAR,CAR,PHI,26,265,2065,Half1,4,1,33,0,-16,0,1,0,0,0
MIA,BUF,BUF,BUF,88,203,203,Half2,4,8,2,0,-10,0,1,0,0,0
MIA,BUF,BUF,BUF,73,159,159,Half2,4,3,7,0,-13,0,1,0,0,0
CHI,MIN,MIN,MIN,55,1149,2949,Half1,4,2,56,48,3,1,0,0,0,0
CHI,MIN,CHI,MIN,1,1800,1800,Half2,4,1,82,0,4,0,1,0,0,0
CHI,MIN,CHI,MIN,27,857,857,Half2,4,1,47,2,4,1,0,0,0,0
CHI,MIN,CHI,MIN,6,589,589,Half2,4,1,68,2,4,1,0,0,0,0
CHI,MIN,MIN,CHI,39,365,365,Half2,4,6,45,24,-11,1,0,0,0,0
CLE,HOU,HOU,CLE,38,794,794,Half2,4,3,29,10,10,1,0,0,0,0
CLE,HOU,CLE,HOU,29,75,75,Half2,4,10,49,0,-16,0,1,0,0,0
NO,CIN,NO,CIN,1,622,2422,Half1,4,1,78,-1,-4,0,1,0,0,0
WAS,TB,WAS,WAS,63,727,727,Half2,4,4,26,8,-19,1,0,0,0,0
STL,DEN,DEN,STL,37,982,2782,Half1,4,5,42,0,-3,0,1,0,0,0
STL,DEN,DEN,STL,28,587,587,Half2,4,4,40,-12,-12,0,1,0,0,0
STL,DEN,DEN,STL,41,150,150,Half2,4,1,34,0,-15,0,1,0,0,0
NYG,SF,SF,NYG,32,1019,1019,Half2,4,4,36,0,6,0,1,0,0,0
NYG,SF,NYG,SF,43,930,930,Half2,4,1,24,0,-6,0,1,0,0,0
NYG,SF,NYG,SF,4,290,290,Half2,4,4,61,0,-6,0,1,0,0,0
NYG,SF,NYG,NYG,81,35,35,Half2,4,6,4,0,-6,0,1,0,0,0
KC,SEA,SEA,KC,2,431,431,Half2,4,2,75,0,-4,0,1,0,0,0
KC,SEA,SEA,KC,36,218,218,Half2,4,1,9,0,-4,0,1,0,0,0
KC,SEA,SEA,SEA,80,78,78,Half2,4,18,16,0,-4,0,1,0,0,0
SD,OAK,OAK,OAK,87,27,27,Half2,4,9,29,28,-7,1,0,0,0,0
ARI,DET,DET,ARI,47,410,410,Half2,4,2,52,0,-8,0,1,0,0,0
GB,PHI,PHI,GB,40,1130,1130,Half2,4,4,80,22,-32,1,0,0,0,0
GB,PHI,PHI,GB,39,514,514,Half2,4,3,47,6,-38,1,0,0,0,0
GB,PHI,PHI,GB,4,116,116,Half2,4,4,0,-1,-31,0,1,0,0,0
IND,NE,IND,NE,4,931,931,Half2,4,1,78,2,-15,1,0,0,0,0
IND,NE,IND,IND,68,501,501,Half2,4,10,0,0,-15,0,1,0,0,0
IND,NE,IND,MID,50,264,264,Half2,4,12,30,0,-22,0,1,0,0,0
OAK,KC,OAK,KC,43,305,305,Half2,4,1,38,1,-3,1,0,0,0,0
OAK,KC,KC,KC,52,28,28,Half2,4,13,9,0,-4,0,1,0,0,0
PHI,TEN,TEN,PHI,17,507,507,Half2,4,2,62,0,-29,0,1,0,0,0
PHI,TEN,TEN,PHI,6,348,348,Half2,4,6,51,6,-29,1,0,0,0,0
NE,DET,DET,DET,55,767,767,Half2,4,6,31,17,-18,1,0,0,0,0
NE,DET,DET,NE,25,696,696,Half2,4,10,53,9,-18,0,1,0,0,0
NE,DET,NE,DET,26,246,246,Half2,4,3,56,16,18,1,0,0,0,0
NE,DET,DET,DET,57,49,49,Half2,4,1,26,3,-25,1,0,0,0,0
MIN,GB,MIN,GB,25,714,2514,Half1,4,1,52,3,-7,1,0,0,0,0
IND,JAC,JAC,IND,3,369,369,Half2,4,3,92,0,-20,0,1,0,0,0
HOU,CIN,CIN,HOU,1,546,2346,Half1,4,1,79,0,7,0,1,0,0,0
HOU,CIN,HOU,CIN,30,159,1959,Half1,4,2,63,8,-9,1,0,0,0,0
HOU,CIN,HOU,HOU,69,77,77,Half2,4,10,23,12,-10,1,0,0,0,0
HOU,CIN,HOU,CIN,10,2,2,Half2,4,10,70,0,-10,0,1,0,0,0
CHI,TB,TB,CHI,36,128,128,Half2,4,1,9,0,-8,0,1,0,0,0
SD,STL,STL,STL,74,440,440,Half2,4,4,25,19,-10,1,0,0,0,0
SF,WAS,SF,WAS,48,11,1811,Half1,4,2,70,25,0,1,0,0,0,0
SF,WAS,SF,SF,66,328,328,Half2,4,1,12,3,-3,1,0,0,0,0
DEN,MIA,DEN,MIA,41,917,917,Half2,4,2,39,20,-11,1,0,0,0,0
DEN,MIA,MIA,DEN,43,115,115,Half2,4,2,63,7,-11,1,0,0,0,1
NYG,DAL,NYG,NYG,72,46,46,Half2,4,2,9,1,-3,0,1,0,0,0
BUF,NYJ,BUF,NYJ,45,575,2375,Half1,4,1,36,0,4,0,1,0,0,0
BUF,NYJ,NYJ,NYJ,56,773,773,Half2,4,1,33,3,-27,1,0,0,0,0
NO,BAL,NO,BAL,1,1648,3448,Half1,4,1,77,-2,0,0,1,0,0,0
DET,CHI,DET,CHI,1,203,2003,Half1,4,1,86,1,-4,1,0,0,0,0
DET,CHI,DET,CHI,13,120,120,Half2,4,6,47,-1,17,0,1,0,0,0
DAL,PHI,DAL,PHI,43,571,571,Half2,4,1,38,-6,-23,0,1,0,0,0
SF,SEA,SEA,SF,13,123,123,Half2,4,2,55,0,16,0,1,0,0,0
IND,WAS,WAS,WAS,59,1359,1359,Half2,4,1,15,-6,-11,0,1,0,0,0
IND,WAS,WAS,IND,2,900,900,Half2,4,2,78,0,-17,0,1,0,0,0
HOU,TEN,HOU,TEN,35,1517,3317,Half1,4,2,59,14,0,1,0,0,0,0
BUF,CLE,BUF,CLE,38,17,1817,Half1,4,2,12,3,-3,1,0,0,0,0
BUF,CLE,BUF,CLE,37,1416,1416,Half2,4,3,84,34,-3,1,0,0,0,0
BUF,CLE,CLE,CLE,82,174,174,Half2,4,6,9,5,-12,0,1,0,0,0
TB,CIN,TB,CIN,46,12,12,Half2,4,20,47,13,-1,0,1,0,0,0
STL,OAK,OAK,STL,44,942,942,Half2,4,5,48,0,-38,0,1,0,0,0
PIT,NO,PIT,PIT,54,493,493,Half2,4,10,35,9,-19,0,1,0,0,0
MIN,CAR,CAR,MIN,32,1461,1461,Half2,4,4,80,32,-20,1,0,0,0,0
ATL,ARI,ATL,ARI,1,1605,3405,Half1,4,1,71,1,0,1,0,0,0,0
GB,NE,NE,NE,51,399,399,Half2,4,3,26,5,-5,1,0,0,0,0
KC,DEN,DEN,DEN,64,812,2612,Half1,4,7,16,13,14,1,0,0,0,0
KC,DEN,DEN,KC,22,518,2318,Half1,4,1,58,13,14,1,0,0,0,0
KC,DEN,KC,MID,50,270,2070,Half1,4,1,30,11,-17,1,0,0,0,0
KC,DEN,KC,KC,92,25,25,Half2,4,19,-10,-1,-13,0,1,0,0,0
CHI,DAL,DAL,CHI,13,790,2590,Half1,4,1,42,4,0,1,0,0,0,0
CHI,DAL,DAL,CHI,1,653,2453,Half1,4,1,51,1,0,1,0,0,0,0
CHI,DAL,CHI,DAL,30,455,2255,Half1,4,7,65,15,-7,1,0,0,0,0
CHI,DAL,CHI,DAL,36,580,580,Half2,4,7,46,15,-25,1,0,0,0,0
CHI,DAL,CHI,DAL,14,120,120,Half2,4,2,65,4,-13,1,0,0,0,0
CIN,PIT,CIN,PIT,40,1478,3278,Half1,4,3,18,0,0,0,1,0,0,0
WAS,STL,WAS,WAS,67,1275,1275,Half2,4,5,7,2,-9,0,1,0,0,0
WAS,STL,WAS,STL,21,325,325,Half2,4,11,60,0,-23,0,1,0,0,0
WAS,STL,WAS,STL,33,36,36,Half2,4,3,35,0,-23,0,1,0,0,0
TEN,NYG,TEN,TEN,53,748,2548,Half1,4,1,36,9,-16,1,0,0,0,0
TEN,NYG,TEN,NYG,45,574,574,Half2,4,5,25,-10,-29,0,1,0,0,0
TEN,NYG,TEN,NYG,25,60,60,Half2,4,9,42,-10,-29,0,1,0,0,0
NO,CAR,NO,NO,60,1609,1609,Half2,4,1,25,5,-28,1,0,0,0,0
NO,CAR,NO,CAR,31,682,682,Half2,4,16,49,0,-38,0,1,0,0,0
MIA,BAL,BAL,BAL,66,1526,1526,Half2,4,1,11,2,-3,1,0,0,0,0
MIA,BAL,MIA,MIA,51,147,147,Half2,4,4,33,0,-15,0,1,0,0,0
CLE,IND,IND,CLE,3,44,44,Half2,4,1,89,2,-3,1,0,0,0,0
DET,TB,DET,TB,24,1456,3256,Half1,4,1,56,0,0,0,1,0,0,0
DET,TB,DET,TB,39,149,149,Half2,4,5,4,-1,17,0,1,0,0,0
DET,TB,TB,DET,15,98,98,Half2,4,10,40,-5,-17,0,1,0,0,0
JAC,HOU,HOU,JAC,45,1329,1329,Half2,4,1,71,3,-3,1,0,0,0,0
JAC,HOU,HOU,JAC,1,868,868,Half2,4,1,26,1,4,1,0,0,0,0
JAC,HOU,JAC,HOU,39,334,334,Half2,4,20,44,3,-14,0,1,0,0,0
JAC,HOU,JAC,JAC,84,126,126,Half2,4,10,20,9,-14,0,1,0,0,0
DEN,BUF,BUF,DEN,39,1240,3040,Half1,4,6,41,0,0,0,1,0,0,0
DEN,BUF,BUF,BUF,86,213,213,Half2,4,16,23,19,-14,1,0,0,0,0
DEN,BUF,BUF,BUF,58,140,140,Half2,4,1,37,5,-14,1,0,0,0,0
ARI,KC,KC,ARI,39,1523,1523,Half2,4,4,32,0,8,0,1,0,0,0
ARI,KC,KC,KC,69,11,11,Half2,4,15,7,0,-3,0,1,0,0,0
PHI,SEA,SEA,SEA,62,1294,3094,Half1,4,1,-6,0,0,0,1,0,0,0
PHI,SEA,PHI,SEA,5,1188,2988,Half1,4,1,11,2,0,1,0,0,0,0
OAK,SF,SF,OAK,44,479,479,Half2,4,1,43,7,-11,1,0,0,0,0
OAK,SF,OAK,SF,6,31,31,Half2,4,6,13,-9,11,0,1,0,0,0
SD,NE,SD,SD,75,84,84,Half2,4,5,9,4,-10,0,1,0,0,0
GB,ATL,ATL,GB,5,1659,1659,Half2,4,5,82,5,-24,1,0,0,0,0
GB,ATL,ATL,GB,47,572,572,Half2,4,4,43,19,-16,1,0,0,0,0
GB,ATL,ATL,GB,2,135,135,Half2,4,2,66,2,-13,1,0,0,0,0
STL,ARI,STL,ARI,43,86,86,Half2,4,3,37,0,-6,0,1,0,0,0
NYG,WAS,NYG,WAS,14,1087,2887,Half1,4,1,44,2,-3,1,0,0,0,0
NYG,WAS,WAS,NYG,36,1485,1485,Half2,4,2,32,-3,0,0,1,0,0,0
NYG,WAS,NYG,WAS,28,690,690,Half2,4,1,26,0,4,0,1,0,0,0
NE,MIA,MIA,NE,43,813,813,Half2,4,6,49,12,-24,1,0,0,0,0
NE,MIA,MIA,NE,22,750,750,Half2,4,1,63,5,-24,1,0,0,0,0
NE,MIA,MIA,NE,25,652,652,Half2,4,18,65,10,-24,0,1,0,0,0
NE,MIA,MIA,MID,50,304,304,Half2,4,10,21,11,-27,1,0,0,0,0
NE,MIA,MIA,NE,23,151,151,Half2,4,23,26,-11,-27,0,1,0,0,0
KC,OAK,OAK,KC,32,416,416,Half2,4,5,61,3,-24,0,1,0,0,0
IND,HOU,HOU,IND,40,62,1862,Half1,4,1,46,-2,-8,0,1,0,0,0
IND,HOU,HOU,IND,42,438,438,Half2,4,4,44,0,-5,0,1,0,0,0
IND,HOU,HOU,HOU,61,94,94,Half2,4,3,19,0,-8,0,1,0,0,0
CLE,CIN,CIN,CLE,32,1471,3271,Half1,4,4,59,10,0,1,0,0,0,0
CLE,CIN,CLE,CLE,61,266,2066,Half1,4,1,12,3,-20,1,0,0,0,0
CLE,CIN,CIN,CLE,37,1300,1300,Half2,4,1,30,2,20,1,0,0,0,0
BAL,JAC,JAC,JAC,73,1341,1341,Half2,4,3,26,19,-4,1,0,0,0,0
BAL,JAC,JAC,BAL,37,209,209,Half2,4,9,13,0,-4,0,1,0,0,0
BAL,JAC,JAC,JAC,77,27,27,Half2,4,19,3,0,-7,0,1,0,0,0
TEN,NYJ,NYJ,TEN,9,1181,1181,Half2,4,1,81,9,-5,1,0,0,0,0
TEN,NYJ,TEN,NYJ,29,100,100,Half2,4,17,49,0,-5,0,1,0,0,0
DET,MIN,MIN,DET,45,121,121,Half2,4,4,6,0,-2,0,1,0,0,0
DET,MIN,MIN,MIN,61,20,20,Half2,4,1,14,5,-2,1,0,0,0,0
SEA,SF,SF,SEA,10,807,2607,Half1,4,1,85,10,-3,1,0,0,0,0
SEA,SF,SF,SF,51,506,506,Half2,4,1,46,4,-10,1,0,0,0,0
SEA,SF,SF,SEA,38,337,337,Half2,4,1,55,0,-10,0,1,0,0,0
SEA,SF,SF,SEA,49,158,158,Half2,4,4,6,0,-10,0,1,0,0,0
CHI,NO,CHI,CHI,61,629,2429,Half1,4,3,9,2,-7,0,1,0,0,0
CHI,NO,CHI,CHI,77,175,175,Half2,4,8,2,0,-16,0,1,0,0,0
JAC,TEN,TEN,JAC,39,578,578,Half2,4,2,19,1,-4,0,1,0,0,0
SF,SD,SF,SD,39,1660,1660,Half2,4,2,6,-2,20,0,1,0,0,0
SF,SD,SD,SF,25,1335,1335,Half2,4,5,54,20,-20,1,0,0,0,0
SF,SD,SD,SF,43,95,95,Half2,4,8,54,17,-7,1,0,0,0,0
SF,SD,SD,SF,26,54,54,Half2,4,10,71,17,-7,1,0,0,0,0
HOU,BAL,BAL,HOU,46,750,750,Half2,4,5,34,0,-15,0,1,0,0,0
HOU,BAL,BAL,BAL,59,154,154,Half2,4,10,32,-7,-12,0,1,0,0,0
CHI,DET,DET,CHI,34,1272,3072,Half1,4,6,44,21,0,1,0,0,0,0
CHI,DET,CHI,DET,30,991,2791,Half1,4,2,54,4,-7,1,0,0,0,0
CHI,DET,DET,CHI,31,792,792,Half2,4,2,62,13,-4,1,0,0,0,0
CHI,DET,CHI,CHI,55,122,122,Half2,4,10,24,0,-6,0,1,0,0,0
NO,ATL,NO,NO,52,1047,1047,Half2,4,2,36,8,-13,1,0,0,0,0
TB,GB,TB,GB,21,66,1866,Half1,4,1,60,1,-10,1,0,0,0,0
TB,GB,GB,TB,1,1291,1291,Half2,4,1,66,0,7,0,1,0,0,0
PIT,KC,KC,PIT,12,676,2476,Half1,4,5,45,6,0,1,0,0,0,0
PIT,KC,KC,PIT,12,27,1827,Half1,4,1,72,0,-4,0,1,0,0,0
DAL,IND,IND,IND,81,1176,2976,Half1,4,11,-1,0,-7,0,1,0,0,0
ARI,SEA,ARI,ARI,54,1147,1147,Half2,4,1,11,2,-11,1,0,0,0,0
CIN,DEN,CIN,DEN,36,786,2586,Half1,4,1,11,2,1,1,0,0,0,0
BAL,CLE,BAL,CLE,1,1068,2868,Half1,4,1,55,-3,0,0,1,0,0,0
BAL,CLE,CLE,BAL,31,319,2119,Half1,4,2,47,3,-3,1,0,0,0,0
WAS,DAL,WAS,DAL,37,1565,1565,Half2,4,4,39,3,-17,0,1,0,0,0
WAS,DAL,WAS,DAL,7,1055,1055,Half2,4,1,83,0,-17,0,1,0,0,0
TEN,IND,TEN,TEN,55,1310,1310,Half2,4,1,61,52,-10,1,0,0,0,0
TEN,IND,IND,TEN,29,752,752,Half2,4,1,8,-1,10,0,1,0,0,0
TEN,IND,TEN,TEN,57,391,391,Half2,4,3,-3,-10,-10,0,1,0,0,0
TEN,IND,IND,TEN,24,300,300,Half2,4,1,22,13,10,1,0,0,0,0
TEN,IND,TEN,TEN,66,139,139,Half2,4,1,9,0,-17,0,1,0,0,0
TB,NO,NO,TB,42,207,207,Half2,4,2,12,4,-6,1,0,0,0,0
NE,BUF,NE,BUF,35,434,2234,Half1,4,1,18,9,-11,1,0,0,0,0
NE,BUF,NE,BUF,13,1257,1257,Half2,4,1,70,-1,-11,0,1,0,0,0
NE,BUF,NE,NE,67,58,58,Half2,4,2,8,0,-8,0,1,0,0,0
HOU,JAC,JAC,JAC,62,144,144,Half2,4,10,41,18,-7,1,0,0,0,0
HOU,JAC,JAC,HOU,5,86,86,Half2,4,5,80,0,-7,0,1,0,0,0
KC,SD,SD,KC,3,517,517,Half2,4,3,57,0,-12,0,1,0,0,0
KC,SD,SD,KC,20,217,217,Half2,4,1,32,0,-12,0,1,0,0,0
KC,SD,SD,KC,38,35,35,Half2,4,19,51,28,-12,1,0,0,0,0
MIA,NYJ,NYJ,MIA,3,1690,1690,Half2,4,1,9,0,-3,0,1,0,0,0
MIA,NYJ,MIA,NYJ,36,1474,1474,Half2,4,5,44,0,3,0,1,0,0,0
MIA,NYJ,NYJ,NYJ,61,259,259,Half2,4,12,50,38,3,1,0,0,0,0
MIN,CHI,CHI,MIN,47,555,2355,Half1,4,1,11,2,-3,1,0,0,0,0
MIN,CHI,CHI,MIN,28,625,625,Half2,4,3,22,15,-7,1,0,0,0,0
MIN,CHI,MIN,CHI,3,179,179,Half2,4,1,65,0,4,0,1,0,0,0
MIN,CHI,CHI,CHI,74,103,103,Half2,4,9,31,8,-4,0,1,0,0,0
DEN,OAK,DEN,OAK,4,657,657,Half2,4,1,86,1,17,1,0,0,0,0
DEN,OAK,OAK,OAK,53,39,39,Half2,4,5,23,0,-33,0,1,0,0,0
GB,DET,GB,DET,1,1370,3170,Half1,4,1,62,0,0,0,1,0,0,0
GB,DET,DET,GB,31,384,2184,Half1,4,10,52,0,-6,0,1,0,0,0
GB,DET,DET,GB,30,1509,1509,Half2,4,1,22,1,-6,1,0,0,0,0
GB,DET,DET,GB,37,447,447,Half2,4,10,38,0,-13,0,1,0,0,0
SEA,STL,SEA,STL,35,1.00E+03,2800,Half1,4,5,39,4,-3,0,1,0,0,0
SEA,STL,STL,STL,63,139,139,Half2,4,35,9,11,-13,0,1,0,0,0
